reporting_entity,facility_name,matched_cer_facility_name,type,state,year,electricity_production_gj,electricity_production_mwh,total_scope_1_emissions_t_co2_e,total_scope_2_emissions_t_co2_e,total_emissions_t_co2_e,emission_intensity_t_co2_e_mwh,grid_connected,grid,primary_fuel,controlling_corporation,is_summary,capacity_mw,fuel_source,accreditation_code,postcode,accreditation_start_date,approval_date,committed_date,project_status,merge_status,bd_2,bd_3,bd_4,bd_5,erp_17,erp_18,erp_19,erp_21,erp_22,erp_23,erp_f_10,erp_f_11,erp_f_12,erp_f_13,erp_f_14,erp_f_15,erp_f_16,erp_f_17,erp_f_18,erp_f_19,erp_f_20,erp_f_21,erp_f_22,erp_f_23,erp_f_24,erp_f_25,erp_f_26,erp_f_27,erp_f_28,erp_f_29,erp_f_2,erp_f_30,erp_f_31,erp_f_32,erp_f_33,erp_f_34,erp_f_35,erp_f_36,erp_f_37,erp_f_38,erp_f_3,erp_f_4,erp_f_5,erp_f_6,erp_f_7,erp_f_8,erp_f_9,erp_m_10,erp_m_11,erp_m_12,erp_m_13,erp_m_14,erp_m_15,erp_m_16,erp_m_17,erp_m_18,erp_m_19,erp_m_20,erp_m_21,erp_m_22,erp_m_23,erp_m_24,erp_m_25,erp_m_26,erp_m_27,erp_m_28,erp_m_29,erp_m_2,erp_m_30,erp_m_31,erp_m_32,erp_m_33,erp_m_34,erp_m_35,erp_m_36,erp_m_37,erp_m_38,erp_m_3,erp_m_4,erp_m_5,erp_m_6,erp_m_7,erp_m_8,erp_m_9,erp_p_10,erp_p_11,erp_p_12,erp_p_13,erp_p_14,erp_p_15,erp_p_16,erp_p_17,erp_p_18,erp_p_19,erp_p_20,erp_p_21,erp_p_22,erp_p_23,erp_p_24,erp_p_25,erp_p_26,erp_p_27,erp_p_28,erp_p_29,erp_p_2,erp_p_30,erp_p_31,erp_p_32,erp_p_33,erp_p_34,erp_p_35,erp_p_36,erp_p_37,erp_p_38,erp_p_3,erp_p_4,erp_p_5,erp_p_6,erp_p_7,erp_p_8,erp_p_9,ing_1564,ing_alc1,ing_alc2,ing_cultid,ing_disab1,ing_disab2,ing_disab3,ing_disab4,ing_disab5,ing_disab6,ing_disab7,ing_eetp1,ing_eetp2,ing_eetp3,ing_eetph1,ing_eetph2,ing_eetph3,ing_emp1,ing_emp2,ing_emp3,ing_erp_f,ing_erp_m,ing_erp_p,ing_f014,ing_f1524,ing_f2534,ing_f3544,ing_f4554,ing_f55over,ing_heap1,ing_heap2,ing_heap3,ing_hltc1,ing_hltc2,ing_hltc3,ing_hmlss1,ing_hmlss2,ing_hosd10,ing_hosd11,ing_hosd1,ing_hosd2,ing_hosd3,ing_hosd4,ing_hosd5,ing_hosd6,ing_hosd7,ing_hosd8,ing_hosd9,ing_labf,ing_lang1,ing_lang2,ing_lfpr,ing_lfsp1,ing_lfsp2,ing_lfsp3,ing_lthc1,ing_lthc2,ing_lthc3,ing_lthc4,ing_lthc5,ing_lthc6,ing_m014,ing_m1524,ing_m2534,ing_m3544,ing_m4554,ing_m55over,ing_ma_f,ing_ma_m,ing_ma_p,ing_nilf,ing_p014,ing_p1524,ing_p2534,ing_p3544,ing_p4554,ing_p55over,ing_sahlth,ing_smk1,ing_smk2,ing_ttype1,ing_ttype2,ing_ttype3,ing_ttype4,ing_ua1,ing_ua2,ing_unemp1,ing_unemp2,ing_upcc1,ing_upcc2,ing_upcc3,ing_upcc4,ing_upcc5,ing_upcc6,ing_upcc7,ing_upcc8,ing_usp1,ing_usp2,ing_usp3,ing_usp4,ing_volwp1,ing_volwp2,ing_wa1,ing_wa2,ing_yr12c3p1,ing_yr12c3p2,ing_yr12c3p3,land,pension_3,pension_4,pension_5
ENERGY QUEENSLAND LIMITED,Badu Island Remote Generation,,F,QLD,2021,12620.0,3505.0,2369.0,0.0,2369,0.68,Off,Off-grid,Diesel,,False,,,,,,,,,nger_only,64111.0,1.74,33858.0,5.2,64.5,3362261.0,37.6,3.0,39.2,38.4,170605.0,174377.0,169808.0,162654.0,153298.0,134165.0,120855.0,84971.0,55854.0,58054.0,2630271.0,5.6,6.2,6.5,5.9,6.2,6.8,7.0,7.0,6.5,146133.0,6.6,6.5,6.2,5.8,5.1,4.6,3.2,2.1,2.2,163433.0,170108.0,154990.0,163349.0,179078.0,183945.0,184594.0,161969.0,169461.0,164593.0,156075.0,145470.0,127241.0,115687.0,80717.0,49187.0,37785.0,2585543.0,6.0,6.7,7.0,6.3,6.5,6.9,6.9,6.9,6.3,155549.0,6.6,6.4,6.0,5.6,4.9,4.5,3.1,1.9,1.5,172978.0,180836.0,163340.0,168920.0,178193.0,178976.0,178566.0,332574.0,343838.0,334401.0,318729.0,298768.0,261406.0,236542.0,165688.0,105041.0,95839.0,5215814.0,5.8,6.4,6.7,6.1,6.4,6.8,7.0,7.0,6.4,301682.0,6.6,6.4,6.1,5.7,5.0,4.5,3.2,2.0,1.8,336411.0,350944.0,318330.0,332269.0,357271.0,362921.0,363160.0,140663.0,,,,,,,,,,,41.7,19.0,39.2,23722.0,58.1,40860.0,75504.0,86.5,53.7,136895.0,136224.0,273119.0,45317.0,25218.0,19609.0,14905.0,14007.0,17839.0,14817.0,47.2,31369.0,,,,4769.0,21.0,1.2,203440.0,165224.0,81.2,23457.0,11.5,8638.0,4.2,3633.0,1.8,2487.0,87254.0,8.4,89.5,62.0,55777.0,57.2,97429.0,,,,,,,47625.0,25801.0,19740.0,14068.0,13077.0,15913.0,24.1,22.8,23.4,38.0,92942.0,51019.0,39349.0,28973.0,27084.0,33752.0,,,,74351.0,34.2,135801.0,62.5,20506.0,13.1,11754.0,13.5,32396.0,20.6,12153.0,7.7,46884.0,29.8,101227.0,64.4,,,,,16824.0,10.7,165902.0,60.7,14926.0,75.0,19911.0,173017122.1,1341.0,22405.0,7205.0
ENERGY QUEENSLAND LIMITED,Bamaga Remote Generation,,F,QLD,2021,57973.0,16104.0,10732.0,0.0,10732,0.67,Off,Off-grid,Diesel,,False,,,,,,,,,nger_only,64111.0,1.74,33858.0,5.2,64.5,3362261.0,37.6,3.0,39.2,38.4,170605.0,174377.0,169808.0,162654.0,153298.0,134165.0,120855.0,84971.0,55854.0,58054.0,2630271.0,5.6,6.2,6.5,5.9,6.2,6.8,7.0,7.0,6.5,146133.0,6.6,6.5,6.2,5.8,5.1,4.6,3.2,2.1,2.2,163433.0,170108.0,154990.0,163349.0,179078.0,183945.0,184594.0,161969.0,169461.0,164593.0,156075.0,145470.0,127241.0,115687.0,80717.0,49187.0,37785.0,2585543.0,6.0,6.7,7.0,6.3,6.5,6.9,6.9,6.9,6.3,155549.0,6.6,6.4,6.0,5.6,4.9,4.5,3.1,1.9,1.5,172978.0,180836.0,163340.0,168920.0,178193.0,178976.0,178566.0,332574.0,343838.0,334401.0,318729.0,298768.0,261406.0,236542.0,165688.0,105041.0,95839.0,5215814.0,5.8,6.4,6.7,6.1,6.4,6.8,7.0,7.0,6.4,301682.0,6.6,6.4,6.1,5.7,5.0,4.5,3.2,2.0,1.8,336411.0,350944.0,318330.0,332269.0,357271.0,362921.0,363160.0,140663.0,,,,,,,,,,,41.7,19.0,39.2,23722.0,58.1,40860.0,75504.0,86.5,53.7,136895.0,136224.0,273119.0,45317.0,25218.0,19609.0,14905.0,14007.0,17839.0,14817.0,47.2,31369.0,,,,4769.0,21.0,1.2,203440.0,165224.0,81.2,23457.0,11.5,8638.0,4.2,3633.0,1.8,2487.0,87254.0,8.4,89.5,62.0,55777.0,57.2,97429.0,,,,,,,47625.0,25801.0,19740.0,14068.0,13077.0,15913.0,24.1,22.8,23.4,38.0,92942.0,51019.0,39349.0,28973.0,27084.0,33752.0,,,,74351.0,34.2,135801.0,62.5,20506.0,13.1,11754.0,13.5,32396.0,20.6,12153.0,7.7,46884.0,29.8,101227.0,64.4,,,,,16824.0,10.7,165902.0,60.7,14926.0,75.0,19911.0,173017122.1,1341.0,22405.0,7205.0
ENERGY QUEENSLAND LIMITED,Barcaldine Power Station Facility,,F,QLD,2021,16635.0,4621.0,6132.0,431.0,6563,1.33,On,NEM,Gas,,False,,,,,,,,,nger_only,64111.0,1.74,33858.0,5.2,64.5,3362261.0,37.6,3.0,39.2,38.4,170605.0,174377.0,169808.0,162654.0,153298.0,134165.0,120855.0,84971.0,55854.0,58054.0,2630271.0,5.6,6.2,6.5,5.9,6.2,6.8,7.0,7.0,6.5,146133.0,6.6,6.5,6.2,5.8,5.1,4.6,3.2,2.1,2.2,163433.0,170108.0,154990.0,163349.0,179078.0,183945.0,184594.0,161969.0,169461.0,164593.0,156075.0,145470.0,127241.0,115687.0,80717.0,49187.0,37785.0,2585543.0,6.0,6.7,7.0,6.3,6.5,6.9,6.9,6.9,6.3,155549.0,6.6,6.4,6.0,5.6,4.9,4.5,3.1,1.9,1.5,172978.0,180836.0,163340.0,168920.0,178193.0,178976.0,178566.0,332574.0,343838.0,334401.0,318729.0,298768.0,261406.0,236542.0,165688.0,105041.0,95839.0,5215814.0,5.8,6.4,6.7,6.1,6.4,6.8,7.0,7.0,6.4,301682.0,6.6,6.4,6.1,5.7,5.0,4.5,3.2,2.0,1.8,336411.0,350944.0,318330.0,332269.0,357271.0,362921.0,363160.0,140663.0,,,,,,,,,,,41.7,19.0,39.2,23722.0,58.1,40860.0,75504.0,86.5,53.7,136895.0,136224.0,273119.0,45317.0,25218.0,19609.0,14905.0,14007.0,17839.0,14817.0,47.2,31369.0,,,,4769.0,21.0,1.2,203440.0,165224.0,81.2,23457.0,11.5,8638.0,4.2,3633.0,1.8,2487.0,87254.0,8.4,89.5,62.0,55777.0,57.2,97429.0,,,,,,,47625.0,25801.0,19740.0,14068.0,13077.0,15913.0,24.1,22.8,23.4,38.0,92942.0,51019.0,39349.0,28973.0,27084.0,33752.0,,,,74351.0,34.2,135801.0,62.5,20506.0,13.1,11754.0,13.5,32396.0,20.6,12153.0,7.7,46884.0,29.8,101227.0,64.4,,,,,16824.0,10.7,165902.0,60.7,14926.0,75.0,19911.0,173017122.1,1341.0,22405.0,7205.0
ENERGY QUEENSLAND LIMITED,Bedourie Remote Generation,,F,QLD,2021,5383.0,1495.0,970.0,0.0,970,0.65,Off,Off-grid,Diesel,,False,,,,,,,,,nger_only,64111.0,1.74,33858.0,5.2,64.5,3362261.0,37.6,3.0,39.2,38.4,170605.0,174377.0,169808.0,162654.0,153298.0,134165.0,120855.0,84971.0,55854.0,58054.0,2630271.0,5.6,6.2,6.5,5.9,6.2,6.8,7.0,7.0,6.5,146133.0,6.6,6.5,6.2,5.8,5.1,4.6,3.2,2.1,2.2,163433.0,170108.0,154990.0,163349.0,179078.0,183945.0,184594.0,161969.0,169461.0,164593.0,156075.0,145470.0,127241.0,115687.0,80717.0,49187.0,37785.0,2585543.0,6.0,6.7,7.0,6.3,6.5,6.9,6.9,6.9,6.3,155549.0,6.6,6.4,6.0,5.6,4.9,4.5,3.1,1.9,1.5,172978.0,180836.0,163340.0,168920.0,178193.0,178976.0,178566.0,332574.0,343838.0,334401.0,318729.0,298768.0,261406.0,236542.0,165688.0,105041.0,95839.0,5215814.0,5.8,6.4,6.7,6.1,6.4,6.8,7.0,7.0,6.4,301682.0,6.6,6.4,6.1,5.7,5.0,4.5,3.2,2.0,1.8,336411.0,350944.0,318330.0,332269.0,357271.0,362921.0,363160.0,140663.0,,,,,,,,,,,41.7,19.0,39.2,23722.0,58.1,40860.0,75504.0,86.5,53.7,136895.0,136224.0,273119.0,45317.0,25218.0,19609.0,14905.0,14007.0,17839.0,14817.0,47.2,31369.0,,,,4769.0,21.0,1.2,203440.0,165224.0,81.2,23457.0,11.5,8638.0,4.2,3633.0,1.8,2487.0,87254.0,8.4,89.5,62.0,55777.0,57.2,97429.0,,,,,,,47625.0,25801.0,19740.0,14068.0,13077.0,15913.0,24.1,22.8,23.4,38.0,92942.0,51019.0,39349.0,28973.0,27084.0,33752.0,,,,74351.0,34.2,135801.0,62.5,20506.0,13.1,11754.0,13.5,32396.0,20.6,12153.0,7.7,46884.0,29.8,101227.0,64.4,,,,,16824.0,10.7,165902.0,60.7,14926.0,75.0,19911.0,173017122.1,1341.0,22405.0,7205.0
ENERGY QUEENSLAND LIMITED,Birdsville Remote Generation,,F,QLD,2021,6034.0,1676.0,1072.0,0.0,1072,0.64,Off,Off-grid,Diesel,,False,,,,,,,,,nger_only,64111.0,1.74,33858.0,5.2,64.5,3362261.0,37.6,3.0,39.2,38.4,170605.0,174377.0,169808.0,162654.0,153298.0,134165.0,120855.0,84971.0,55854.0,58054.0,2630271.0,5.6,6.2,6.5,5.9,6.2,6.8,7.0,7.0,6.5,146133.0,6.6,6.5,6.2,5.8,5.1,4.6,3.2,2.1,2.2,163433.0,170108.0,154990.0,163349.0,179078.0,183945.0,184594.0,161969.0,169461.0,164593.0,156075.0,145470.0,127241.0,115687.0,80717.0,49187.0,37785.0,2585543.0,6.0,6.7,7.0,6.3,6.5,6.9,6.9,6.9,6.3,155549.0,6.6,6.4,6.0,5.6,4.9,4.5,3.1,1.9,1.5,172978.0,180836.0,163340.0,168920.0,178193.0,178976.0,178566.0,332574.0,343838.0,334401.0,318729.0,298768.0,261406.0,236542.0,165688.0,105041.0,95839.0,5215814.0,5.8,6.4,6.7,6.1,6.4,6.8,7.0,7.0,6.4,301682.0,6.6,6.4,6.1,5.7,5.0,4.5,3.2,2.0,1.8,336411.0,350944.0,318330.0,332269.0,357271.0,362921.0,363160.0,140663.0,,,,,,,,,,,41.7,19.0,39.2,23722.0,58.1,40860.0,75504.0,86.5,53.7,136895.0,136224.0,273119.0,45317.0,25218.0,19609.0,14905.0,14007.0,17839.0,14817.0,47.2,31369.0,,,,4769.0,21.0,1.2,203440.0,165224.0,81.2,23457.0,11.5,8638.0,4.2,3633.0,1.8,2487.0,87254.0,8.4,89.5,62.0,55777.0,57.2,97429.0,,,,,,,47625.0,25801.0,19740.0,14068.0,13077.0,15913.0,24.1,22.8,23.4,38.0,92942.0,51019.0,39349.0,28973.0,27084.0,33752.0,,,,74351.0,34.2,135801.0,62.5,20506.0,13.1,11754.0,13.5,32396.0,20.6,12153.0,7.7,46884.0,29.8,101227.0,64.4,,,,,16824.0,10.7,165902.0,60.7,14926.0,75.0,19911.0,173017122.1,1341.0,22405.0,7205.0
ENERGY QUEENSLAND LIMITED,Boigu Island Remote Generation,,F,QLD,2021,4999.0,1389.0,1008.0,0.0,1008,0.73,Off,Off-grid,Diesel,,False,,,,,,,,,nger_only,64111.0,1.74,33858.0,5.2,64.5,3362261.0,37.6,3.0,39.2,38.4,170605.0,174377.0,169808.0,162654.0,153298.0,134165.0,120855.0,84971.0,55854.0,58054.0,2630271.0,5.6,6.2,6.5,5.9,6.2,6.8,7.0,7.0,6.5,146133.0,6.6,6.5,6.2,5.8,5.1,4.6,3.2,2.1,2.2,163433.0,170108.0,154990.0,163349.0,179078.0,183945.0,184594.0,161969.0,169461.0,164593.0,156075.0,145470.0,127241.0,115687.0,80717.0,49187.0,37785.0,2585543.0,6.0,6.7,7.0,6.3,6.5,6.9,6.9,6.9,6.3,155549.0,6.6,6.4,6.0,5.6,4.9,4.5,3.1,1.9,1.5,172978.0,180836.0,163340.0,168920.0,178193.0,178976.0,178566.0,332574.0,343838.0,334401.0,318729.0,298768.0,261406.0,236542.0,165688.0,105041.0,95839.0,5215814.0,5.8,6.4,6.7,6.1,6.4,6.8,7.0,7.0,6.4,301682.0,6.6,6.4,6.1,5.7,5.0,4.5,3.2,2.0,1.8,336411.0,350944.0,318330.0,332269.0,357271.0,362921.0,363160.0,140663.0,,,,,,,,,,,41.7,19.0,39.2,23722.0,58.1,40860.0,75504.0,86.5,53.7,136895.0,136224.0,273119.0,45317.0,25218.0,19609.0,14905.0,14007.0,17839.0,14817.0,47.2,31369.0,,,,4769.0,21.0,1.2,203440.0,165224.0,81.2,23457.0,11.5,8638.0,4.2,3633.0,1.8,2487.0,87254.0,8.4,89.5,62.0,55777.0,57.2,97429.0,,,,,,,47625.0,25801.0,19740.0,14068.0,13077.0,15913.0,24.1,22.8,23.4,38.0,92942.0,51019.0,39349.0,28973.0,27084.0,33752.0,,,,74351.0,34.2,135801.0,62.5,20506.0,13.1,11754.0,13.5,32396.0,20.6,12153.0,7.7,46884.0,29.8,101227.0,64.4,,,,,16824.0,10.7,165902.0,60.7,14926.0,75.0,19911.0,173017122.1,1341.0,22405.0,7205.0
ENERGY QUEENSLAND LIMITED,Boulia Remote Generation,,F,QLD,2021,10752.0,2987.0,2073.0,0.0,2073,0.69,Off,Off-grid,Diesel,,False,,,,,,,,,nger_only,64111.0,1.74,33858.0,5.2,64.5,3362261.0,37.6,3.0,39.2,38.4,170605.0,174377.0,169808.0,162654.0,153298.0,134165.0,120855.0,84971.0,55854.0,58054.0,2630271.0,5.6,6.2,6.5,5.9,6.2,6.8,7.0,7.0,6.5,146133.0,6.6,6.5,6.2,5.8,5.1,4.6,3.2,2.1,2.2,163433.0,170108.0,154990.0,163349.0,179078.0,183945.0,184594.0,161969.0,169461.0,164593.0,156075.0,145470.0,127241.0,115687.0,80717.0,49187.0,37785.0,2585543.0,6.0,6.7,7.0,6.3,6.5,6.9,6.9,6.9,6.3,155549.0,6.6,6.4,6.0,5.6,4.9,4.5,3.1,1.9,1.5,172978.0,180836.0,163340.0,168920.0,178193.0,178976.0,178566.0,332574.0,343838.0,334401.0,318729.0,298768.0,261406.0,236542.0,165688.0,105041.0,95839.0,5215814.0,5.8,6.4,6.7,6.1,6.4,6.8,7.0,7.0,6.4,301682.0,6.6,6.4,6.1,5.7,5.0,4.5,3.2,2.0,1.8,336411.0,350944.0,318330.0,332269.0,357271.0,362921.0,363160.0,140663.0,,,,,,,,,,,41.7,19.0,39.2,23722.0,58.1,40860.0,75504.0,86.5,53.7,136895.0,136224.0,273119.0,45317.0,25218.0,19609.0,14905.0,14007.0,17839.0,14817.0,47.2,31369.0,,,,4769.0,21.0,1.2,203440.0,165224.0,81.2,23457.0,11.5,8638.0,4.2,3633.0,1.8,2487.0,87254.0,8.4,89.5,62.0,55777.0,57.2,97429.0,,,,,,,47625.0,25801.0,19740.0,14068.0,13077.0,15913.0,24.1,22.8,23.4,38.0,92942.0,51019.0,39349.0,28973.0,27084.0,33752.0,,,,74351.0,34.2,135801.0,62.5,20506.0,13.1,11754.0,13.5,32396.0,20.6,12153.0,7.7,46884.0,29.8,101227.0,64.4,,,,,16824.0,10.7,165902.0,60.7,14926.0,75.0,19911.0,173017122.1,1341.0,22405.0,7205.0
ENERGY QUEENSLAND LIMITED,Burketown Remote Generation,,F,QLD,2021,8492.0,2359.0,1568.0,0.0,1568,0.66,Off,Off-grid,Diesel,,False,,,,,,,,,nger_only,64111.0,1.74,33858.0,5.2,64.5,3362261.0,37.6,3.0,39.2,38.4,170605.0,174377.0,169808.0,162654.0,153298.0,134165.0,120855.0,84971.0,55854.0,58054.0,2630271.0,5.6,6.2,6.5,5.9,6.2,6.8,7.0,7.0,6.5,146133.0,6.6,6.5,6.2,5.8,5.1,4.6,3.2,2.1,2.2,163433.0,170108.0,154990.0,163349.0,179078.0,183945.0,184594.0,161969.0,169461.0,164593.0,156075.0,145470.0,127241.0,115687.0,80717.0,49187.0,37785.0,2585543.0,6.0,6.7,7.0,6.3,6.5,6.9,6.9,6.9,6.3,155549.0,6.6,6.4,6.0,5.6,4.9,4.5,3.1,1.9,1.5,172978.0,180836.0,163340.0,168920.0,178193.0,178976.0,178566.0,332574.0,343838.0,334401.0,318729.0,298768.0,261406.0,236542.0,165688.0,105041.0,95839.0,5215814.0,5.8,6.4,6.7,6.1,6.4,6.8,7.0,7.0,6.4,301682.0,6.6,6.4,6.1,5.7,5.0,4.5,3.2,2.0,1.8,336411.0,350944.0,318330.0,332269.0,357271.0,362921.0,363160.0,140663.0,,,,,,,,,,,41.7,19.0,39.2,23722.0,58.1,40860.0,75504.0,86.5,53.7,136895.0,136224.0,273119.0,45317.0,25218.0,19609.0,14905.0,14007.0,17839.0,14817.0,47.2,31369.0,,,,4769.0,21.0,1.2,203440.0,165224.0,81.2,23457.0,11.5,8638.0,4.2,3633.0,1.8,2487.0,87254.0,8.4,89.5,62.0,55777.0,57.2,97429.0,,,,,,,47625.0,25801.0,19740.0,14068.0,13077.0,15913.0,24.1,22.8,23.4,38.0,92942.0,51019.0,39349.0,28973.0,27084.0,33752.0,,,,74351.0,34.2,135801.0,62.5,20506.0,13.1,11754.0,13.5,32396.0,20.6,12153.0,7.7,46884.0,29.8,101227.0,64.4,,,,,16824.0,10.7,165902.0,60.7,14926.0,75.0,19911.0,173017122.1,1341.0,22405.0,7205.0
ENERGY QUEENSLAND LIMITED,Camooweal Remote Generation,,F,QLD,2021,7117.0,1977.0,1448.0,0.0,1448,0.73,Off,Off-grid,Diesel,,False,,,,,,,,,nger_only,64111.0,1.74,33858.0,5.2,64.5,3362261.0,37.6,3.0,39.2,38.4,170605.0,174377.0,169808.0,162654.0,153298.0,134165.0,120855.0,84971.0,55854.0,58054.0,2630271.0,5.6,6.2,6.5,5.9,6.2,6.8,7.0,7.0,6.5,146133.0,6.6,6.5,6.2,5.8,5.1,4.6,3.2,2.1,2.2,163433.0,170108.0,154990.0,163349.0,179078.0,183945.0,184594.0,161969.0,169461.0,164593.0,156075.0,145470.0,127241.0,115687.0,80717.0,49187.0,37785.0,2585543.0,6.0,6.7,7.0,6.3,6.5,6.9,6.9,6.9,6.3,155549.0,6.6,6.4,6.0,5.6,4.9,4.5,3.1,1.9,1.5,172978.0,180836.0,163340.0,168920.0,178193.0,178976.0,178566.0,332574.0,343838.0,334401.0,318729.0,298768.0,261406.0,236542.0,165688.0,105041.0,95839.0,5215814.0,5.8,6.4,6.7,6.1,6.4,6.8,7.0,7.0,6.4,301682.0,6.6,6.4,6.1,5.7,5.0,4.5,3.2,2.0,1.8,336411.0,350944.0,318330.0,332269.0,357271.0,362921.0,363160.0,140663.0,,,,,,,,,,,41.7,19.0,39.2,23722.0,58.1,40860.0,75504.0,86.5,53.7,136895.0,136224.0,273119.0,45317.0,25218.0,19609.0,14905.0,14007.0,17839.0,14817.0,47.2,31369.0,,,,4769.0,21.0,1.2,203440.0,165224.0,81.2,23457.0,11.5,8638.0,4.2,3633.0,1.8,2487.0,87254.0,8.4,89.5,62.0,55777.0,57.2,97429.0,,,,,,,47625.0,25801.0,19740.0,14068.0,13077.0,15913.0,24.1,22.8,23.4,38.0,92942.0,51019.0,39349.0,28973.0,27084.0,33752.0,,,,74351.0,34.2,135801.0,62.5,20506.0,13.1,11754.0,13.5,32396.0,20.6,12153.0,7.7,46884.0,29.8,101227.0,64.4,,,,,16824.0,10.7,165902.0,60.7,14926.0,75.0,19911.0,173017122.1,1341.0,22405.0,7205.0
ENERGY QUEENSLAND LIMITED,Coconut Island Remote Generation,,F,QLD,2021,4405.0,1224.0,880.0,0.0,880,0.72,Off,Off-grid,Diesel,,False,,,,,,,,,nger_only,64111.0,1.74,33858.0,5.2,64.5,3362261.0,37.6,3.0,39.2,38.4,170605.0,174377.0,169808.0,162654.0,153298.0,134165.0,120855.0,84971.0,55854.0,58054.0,2630271.0,5.6,6.2,6.5,5.9,6.2,6.8,7.0,7.0,6.5,146133.0,6.6,6.5,6.2,5.8,5.1,4.6,3.2,2.1,2.2,163433.0,170108.0,154990.0,163349.0,179078.0,183945.0,184594.0,161969.0,169461.0,164593.0,156075.0,145470.0,127241.0,115687.0,80717.0,49187.0,37785.0,2585543.0,6.0,6.7,7.0,6.3,6.5,6.9,6.9,6.9,6.3,155549.0,6.6,6.4,6.0,5.6,4.9,4.5,3.1,1.9,1.5,172978.0,180836.0,163340.0,168920.0,178193.0,178976.0,178566.0,332574.0,343838.0,334401.0,318729.0,298768.0,261406.0,236542.0,165688.0,105041.0,95839.0,5215814.0,5.8,6.4,6.7,6.1,6.4,6.8,7.0,7.0,6.4,301682.0,6.6,6.4,6.1,5.7,5.0,4.5,3.2,2.0,1.8,336411.0,350944.0,318330.0,332269.0,357271.0,362921.0,363160.0,140663.0,,,,,,,,,,,41.7,19.0,39.2,23722.0,58.1,40860.0,75504.0,86.5,53.7,136895.0,136224.0,273119.0,45317.0,25218.0,19609.0,14905.0,14007.0,17839.0,14817.0,47.2,31369.0,,,,4769.0,21.0,1.2,203440.0,165224.0,81.2,23457.0,11.5,8638.0,4.2,3633.0,1.8,2487.0,87254.0,8.4,89.5,62.0,55777.0,57.2,97429.0,,,,,,,47625.0,25801.0,19740.0,14068.0,13077.0,15913.0,24.1,22.8,23.4,38.0,92942.0,51019.0,39349.0,28973.0,27084.0,33752.0,,,,74351.0,34.2,135801.0,62.5,20506.0,13.1,11754.0,13.5,32396.0,20.6,12153.0,7.7,46884.0,29.8,101227.0,64.4,,,,,16824.0,10.7,165902.0,60.7,14926.0,75.0,19911.0,173017122.1,1341.0,22405.0,7205.0
ENERGY QUEENSLAND LIMITED,Coen Remote Generation,,F,QLD,2021,6815.0,1893.0,1243.0,0.0,1243,0.66,Off,Off-grid,Diesel,,False,,,,,,,,,nger_only,64111.0,1.74,33858.0,5.2,64.5,3362261.0,37.6,3.0,39.2,38.4,170605.0,174377.0,169808.0,162654.0,153298.0,134165.0,120855.0,84971.0,55854.0,58054.0,2630271.0,5.6,6.2,6.5,5.9,6.2,6.8,7.0,7.0,6.5,146133.0,6.6,6.5,6.2,5.8,5.1,4.6,3.2,2.1,2.2,163433.0,170108.0,154990.0,163349.0,179078.0,183945.0,184594.0,161969.0,169461.0,164593.0,156075.0,145470.0,127241.0,115687.0,80717.0,49187.0,37785.0,2585543.0,6.0,6.7,7.0,6.3,6.5,6.9,6.9,6.9,6.3,155549.0,6.6,6.4,6.0,5.6,4.9,4.5,3.1,1.9,1.5,172978.0,180836.0,163340.0,168920.0,178193.0,178976.0,178566.0,332574.0,343838.0,334401.0,318729.0,298768.0,261406.0,236542.0,165688.0,105041.0,95839.0,5215814.0,5.8,6.4,6.7,6.1,6.4,6.8,7.0,7.0,6.4,301682.0,6.6,6.4,6.1,5.7,5.0,4.5,3.2,2.0,1.8,336411.0,350944.0,318330.0,332269.0,357271.0,362921.0,363160.0,140663.0,,,,,,,,,,,41.7,19.0,39.2,23722.0,58.1,40860.0,75504.0,86.5,53.7,136895.0,136224.0,273119.0,45317.0,25218.0,19609.0,14905.0,14007.0,17839.0,14817.0,47.2,31369.0,,,,4769.0,21.0,1.2,203440.0,165224.0,81.2,23457.0,11.5,8638.0,4.2,3633.0,1.8,2487.0,87254.0,8.4,89.5,62.0,55777.0,57.2,97429.0,,,,,,,47625.0,25801.0,19740.0,14068.0,13077.0,15913.0,24.1,22.8,23.4,38.0,92942.0,51019.0,39349.0,28973.0,27084.0,33752.0,,,,74351.0,34.2,135801.0,62.5,20506.0,13.1,11754.0,13.5,32396.0,20.6,12153.0,7.7,46884.0,29.8,101227.0,64.4,,,,,16824.0,10.7,165902.0,60.7,14926.0,75.0,19911.0,173017122.1,1341.0,22405.0,7205.0
