measure_data_item,time_period_time_period,obs_value,unit_measure_unit_of_measure,state,year
ING_SMK1: Aboriginal and Torres Strait Islander Peoples:Ex-smoker/never smoked (no.),2015,10291.0,PSNS: Persons,TAS,2015
ING_SMK1: Aboriginal and Torres Strait Islander Peoples:Ex-smoker/never smoked (no.),2019,12419.0,PSNS: Persons,TAS,2019
ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),2022,5.4,PCT: Percent,SA,2022
ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),2023,5.3,PCT: Percent,SA,2023
ERP_F_29: Estimated resident population:Females aged 40-44 years (%),2019,5.9,PCT: Percent,SA,2019
ERP_F_29: Estimated resident population:Females aged 40-44 years (%),2020,5.9,PCT: Percent,SA,2020
ERP_F_29: Estimated resident population:Females aged 40-44 years (%),2021,6.0,PCT: Percent,SA,2021
ERP_F_29: Estimated resident population:Females aged 40-44 years (%),2022,6.1,PCT: Percent,SA,2022
ERP_F_29: Estimated resident population:Females aged 40-44 years (%),2023,6.2,PCT: Percent,SA,2023
ING_HMLSS1: Estimate of persons who were homeless or likely to be homeless who identified as Aboriginal or Torres Strait Islander (no.),2016,130.0,PSNS: Persons,TAS,2016
ING_HMLSS1: Estimate of persons who were homeless or likely to be homeless who identified as Aboriginal or Torres Strait Islander (no.),2021,247.0,PSNS: Persons,TAS,2021
ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),2019,5.6,PCT: Percent,SA,2019
ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),2020,5.5,PCT: Percent,SA,2020
ERP_P_21: Estimated resident population:Persons aged 0-4 years (%),2021,5.4,PCT: Percent,SA,2021
ERP_M_36: Estimated resident population:Males aged 75-79 years (%),2019,3.2,PCT: Percent,SA,2019
ERP_M_36: Estimated resident population:Males aged 75-79 years (%),2020,3.3,PCT: Percent,SA,2020
ERP_M_36: Estimated resident population:Males aged 75-79 years (%),2021,3.5,PCT: Percent,SA,2021
ERP_M_36: Estimated resident population:Males aged 75-79 years (%),2022,3.8,PCT: Percent,SA,2022
ERP_M_36: Estimated resident population:Males aged 75-79 years (%),2023,3.9,PCT: Percent,SA,2023
ING_TTYPE1: Aboriginal and Torres Strait Islander Peoples:Tenure type:Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2016,18813.0,PSNS: Persons,VIC,2016
ING_TTYPE1: Aboriginal and Torres Strait Islander Peoples:Tenure type:Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,27181.0,PSNS: Persons,VIC,2021
ING_P4554: Estimated resident Aboriginal and Torres Strait Islander population aged 45-54 years (no.),2021,7580.0,PSNS: Persons,VIC,2021
ERP_17: Working age population (persons aged 15-64 years) (%),2019,65.7,PCT: Percent,WA,2019
ERP_17: Working age population (persons aged 15-64 years) (%),2020,65.4,PCT: Percent,WA,2020
ERP_17: Working age population (persons aged 15-64 years) (%),2021,65.0,PCT: Percent,WA,2021
ERP_17: Working age population (persons aged 15-64 years) (%),2022,64.9,PCT: Percent,WA,2022
ERP_17: Working age population (persons aged 15-64 years) (%),2023,65.3,PCT: Percent,WA,2023
ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),2019,5.6,PCT: Percent,NSW,2019
ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),2020,5.7,PCT: Percent,NSW,2020
ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),2021,5.8,PCT: Percent,NSW,2021
ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),2022,5.8,PCT: Percent,NSW,2022
ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),2023,5.7,PCT: Percent,NSW,2023
ING_LANG1: Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),2016,17.2,PCT: Percent,OT,2016
ING_LANG1: Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),2021,6.1,PCT: Percent,OT,2021
ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),2019,1.3,PCT: Percent,NT,2019
ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),2020,1.3,PCT: Percent,NT,2020
ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),2021,1.4,PCT: Percent,NT,2021
ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),2022,1.5,PCT: Percent,NT,2022
ERP_P_36: Estimated resident population:Persons aged 75-79 years (%),2023,1.6,PCT: Percent,NT,2023
ING_DISAB1: Aboriginal and Torres Strait Islander Peoples:Disability status: Profound/severe core activity limitation (no.),2019,3886.0,PSNS: Persons,TAS,2019
ERP_P_37: Estimated resident population:Persons aged 80-84 years (%),2019,1.7,PCT: Percent,OT,2019
ERP_P_37: Estimated resident population:Persons aged 80-84 years (%),2020,1.9,PCT: Percent,OT,2020
ERP_P_37: Estimated resident population:Persons aged 80-84 years (%),2021,2.1,PCT: Percent,OT,2021
ERP_P_37: Estimated resident population:Persons aged 80-84 years (%),2022,2.3,PCT: Percent,OT,2022
ERP_P_37: Estimated resident population:Persons aged 80-84 years (%),2023,2.5,PCT: Percent,OT,2023
ING_P55OVER: Estimated resident Aboriginal and Torres Strait Islander population aged 55 years and (no.),2021,6418.0,PSNS: Persons,SA,2021
ERP_M_20: Estimated resident population:Males (no.),2020,219576.0,PSNS: Persons,ACT,2020
ERP_M_20: Estimated resident population:Males (no.),2021,223361.0,PSNS: Persons,ACT,2021
ERP_M_20: Estimated resident population:Males (no.),2022,225599.0,PSNS: Persons,ACT,2022
ERP_M_20: Estimated resident population:Males (no.),2023,230321.0,PSNS: Persons,ACT,2023
ERP_19: Median age:Males (years),2019,34.4,YR: Years,ACT,2019
ERP_19: Median age:Males (years),2020,34.6,YR: Years,ACT,2020
ERP_19: Median age:Males (years),2021,34.7,YR: Years,ACT,2021
ERP_19: Median age:Males (years),2022,34.8,YR: Years,ACT,2022
ERP_19: Median age:Males (years),2023,34.8,YR: Years,ACT,2023
ING_TTYPE2: Aboriginal and Torres Strait Islander Peoples:Tenure type:Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),2016,28.6,PCT: Percent,WA,2016
ING_TTYPE2: Aboriginal and Torres Strait Islander Peoples:Tenure type:Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),2021,33.5,PCT: Percent,WA,2021
ING_UPCC7: Aboriginal and Torres Strait Islander Peoples:Did not provide unpaid child care (no.),2016,95.0,PSNS: Persons,OT,2016
ING_UPCC7: Aboriginal and Torres Strait Islander Peoples:Did not provide unpaid child care (no.),2021,102.0,PSNS: Persons,OT,2021
ERP_P_23: Estimated resident population:Persons aged 10-14 years (%),2019,5.9,PCT: Percent,OT,2019
ERP_P_23: Estimated resident population:Persons aged 10-14 years (%),2020,6.1,PCT: Percent,OT,2020
ERP_P_23: Estimated resident population:Persons aged 10-14 years (%),2021,6.1,PCT: Percent,OT,2021
ERP_P_23: Estimated resident population:Persons aged 10-14 years (%),2022,6.3,PCT: Percent,OT,2022
ERP_P_23: Estimated resident population:Persons aged 10-14 years (%),2023,6.0,PCT: Percent,OT,2023
ERP_M_20: Estimated resident population:Males (no.),2019,215222.0,PSNS: Persons,ACT,2019
ERP_F_35: Estimated resident population:Females aged 70-74 years (%),2019,5.4,PCT: Percent,TAS,2019
ERP_F_35: Estimated resident population:Females aged 70-74 years (%),2020,5.6,PCT: Percent,TAS,2020
ERP_F_35: Estimated resident population:Females aged 70-74 years (%),2021,5.7,PCT: Percent,TAS,2021
ERP_F_35: Estimated resident population:Females aged 70-74 years (%),2022,5.6,PCT: Percent,TAS,2022
ERP_F_35: Estimated resident population:Females aged 70-74 years (%),2023,5.6,PCT: Percent,TAS,2023
ERP_F_18: Estimated resident population:Females aged 80-84 years (no.),2019,50978.0,PSNS: Persons,QLD,2019
ERP_F_18: Estimated resident population:Females aged 80-84 years (no.),2020,53460.0,PSNS: Persons,QLD,2020
ERP_F_18: Estimated resident population:Females aged 80-84 years (no.),2021,55854.0,PSNS: Persons,QLD,2021
ERP_F_18: Estimated resident population:Females aged 80-84 years (no.),2022,58865.0,PSNS: Persons,QLD,2022
ERP_F_18: Estimated resident population:Females aged 80-84 years (no.),2023,61736.0,PSNS: Persons,QLD,2023
ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),2019,5.9,PCT: Percent,NSW,2019
ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),2020,6.0,PCT: Percent,NSW,2020
ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),2021,6.1,PCT: Percent,NSW,2021
ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),2022,6.2,PCT: Percent,NSW,2022
ERP_P_31: Estimated resident population:Persons aged 50-54 years (%),2023,6.2,PCT: Percent,NSW,2023
ERP_F_12: Estimated resident population:Females aged 50-54 years (no.),2019,243384.0,PSNS: Persons,NSW,2019
ERP_F_12: Estimated resident population:Females aged 50-54 years (no.),2020,246041.0,PSNS: Persons,NSW,2020
ERP_F_12: Estimated resident population:Females aged 50-54 years (no.),2021,252243.0,PSNS: Persons,NSW,2021
ERP_F_12: Estimated resident population:Females aged 50-54 years (no.),2022,258756.0,PSNS: Persons,NSW,2022
ERP_F_12: Estimated resident population:Females aged 50-54 years (no.),2023,263132.0,PSNS: Persons,NSW,2023
ING_HEAP3: Aboriginal and Torres Strait Islander Peoples:Total applicable population aged 25-34 years (no.),2016,21189.0,PSNS: Persons,QLD,2016
ING_HEAP3: Aboriginal and Torres Strait Islander Peoples:Total applicable population aged 25-34 years (no.),2021,31369.0,PSNS: Persons,QLD,2021
ING_LFSP2: Aboriginal and Torres Strait Islander Peoples:Employed (persons aged 25-64 years) (%),2016,59.0,PCT: Percent,TAS,2016
ING_LFSP2: Aboriginal and Torres Strait Islander Peoples:Employed (persons aged 25-64 years) (%),2021,62.4,PCT: Percent,TAS,2021
ERP_M_27: Estimated resident population:Males aged 30-34 years (%),2019,6.4,PCT: Percent,TAS,2019
ERP_M_27: Estimated resident population:Males aged 30-34 years (%),2020,6.7,PCT: Percent,TAS,2020
ERP_M_27: Estimated resident population:Males aged 30-34 years (%),2021,7.0,PCT: Percent,TAS,2021
ERP_M_27: Estimated resident population:Males aged 30-34 years (%),2022,7.1,PCT: Percent,TAS,2022
ERP_M_27: Estimated resident population:Males aged 30-34 years (%),2023,7.3,PCT: Percent,TAS,2023
ERP_M_11: Estimated resident population:Males aged 45-49 years (no.),2023,145.0,PSNS: Persons,OT,2023
BD_4: Registered deaths (no.),2018,14652.0,PSNS: Persons,WA,2018
BD_4: Registered deaths (no.),2019,15042.0,PSNS: Persons,WA,2019
BD_4: Registered deaths (no.),2020,14993.0,PSNS: Persons,WA,2020
BD_4: Registered deaths (no.),2021,15891.0,PSNS: Persons,WA,2021
BD_4: Registered deaths (no.),2022,17299.0,PSNS: Persons,WA,2022
BD_4: Registered deaths (no.),2023,17475.0,PSNS: Persons,WA,2023
ERP_M_11: Estimated resident population:Males aged 45-49 years (no.),2019,200.0,PSNS: Persons,OT,2019
ERP_M_11: Estimated resident population:Males aged 45-49 years (no.),2020,189.0,PSNS: Persons,OT,2020
ERP_M_11: Estimated resident population:Males aged 45-49 years (no.),2021,168.0,PSNS: Persons,OT,2021
ERP_M_11: Estimated resident population:Males aged 45-49 years (no.),2022,157.0,PSNS: Persons,OT,2022
ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),2019,5.5,PCT: Percent,QLD,2019
ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),2020,5.6,PCT: Percent,QLD,2020
ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),2021,5.7,PCT: Percent,QLD,2021
ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),2022,5.8,PCT: Percent,QLD,2022
ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),2023,5.8,PCT: Percent,QLD,2023
ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),2019,5.9,PCT: Percent,VIC,2019
ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),2020,5.9,PCT: Percent,VIC,2020
ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),2021,5.9,PCT: Percent,VIC,2021
ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),2022,5.8,PCT: Percent,VIC,2022
ERP_P_32: Estimated resident population:Persons aged 55-59 years (%),2023,5.6,PCT: Percent,VIC,2023
ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),2019,169586.0,PSNS: Persons,QLD,2019
ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),2020,174547.0,PSNS: Persons,QLD,2020
ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),2021,178566.0,PSNS: Persons,QLD,2021
ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),2022,181905.0,PSNS: Persons,QLD,2022
ERP_M_9: Estimated resident population:Males aged 35-39 years (no.),2023,185753.0,PSNS: Persons,QLD,2023
ERP_P_14: Estimated resident population:Persons aged 60-64 years (no.),2019,144322.0,PSNS: Persons,WA,2019
ERP_P_14: Estimated resident population:Persons aged 60-64 years (no.),2020,150285.0,PSNS: Persons,WA,2020
ERP_P_14: Estimated resident population:Persons aged 60-64 years (no.),2021,153995.0,PSNS: Persons,WA,2021
ERP_P_14: Estimated resident population:Persons aged 60-64 years (no.),2022,157340.0,PSNS: Persons,WA,2022
ERP_P_14: Estimated resident population:Persons aged 60-64 years (no.),2023,161155.0,PSNS: Persons,WA,2023
ERP_19: Median age:Males (years),2019,36.6,YR: Years,WA,2019
ERP_19: Median age:Males (years),2020,37.0,YR: Years,WA,2020
ERP_19: Median age:Males (years),2021,37.5,YR: Years,WA,2021
ERP_19: Median age:Males (years),2022,37.7,YR: Years,WA,2022
ERP_19: Median age:Males (years),2023,37.5,YR: Years,WA,2023
PENSION_5: Government pensions and allowances:Income support supplement:Department of Veterans' Affairs (no.),2024,6839.0,NUM: Number,NSW,2024
ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),2019,4.6,PCT: Percent,ACT,2019
ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),2020,4.7,PCT: Percent,ACT,2020
ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),2021,4.7,PCT: Percent,ACT,2021
ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),2022,4.7,PCT: Percent,ACT,2022
ERP_P_33: Estimated resident population:Persons aged 60-64 years (%),2023,4.6,PCT: Percent,ACT,2023
PENSION_5: Government pensions and allowances:Income support supplement:Department of Veterans' Affairs (no.),2019,13135.0,NUM: Number,NSW,2019
PENSION_5: Government pensions and allowances:Income support supplement:Department of Veterans' Affairs (no.),2020,11681.0,NUM: Number,NSW,2020
PENSION_5: Government pensions and allowances:Income support supplement:Department of Veterans' Affairs (no.),2021,9273.0,NUM: Number,NSW,2021
PENSION_5: Government pensions and allowances:Income support supplement:Department of Veterans' Affairs (no.),2022,9084.0,NUM: Number,NSW,2022
PENSION_5: Government pensions and allowances:Income support supplement:Department of Veterans' Affairs (no.),2023,7855.0,NUM: Number,NSW,2023
ERP_P_29: Estimated resident population:Persons aged 40-44 years (%),2019,6.5,PCT: Percent,WA,2019
ERP_P_29: Estimated resident population:Persons aged 40-44 years (%),2020,6.5,PCT: Percent,WA,2020
ERP_P_29: Estimated resident population:Persons aged 40-44 years (%),2021,6.7,PCT: Percent,WA,2021
ERP_P_29: Estimated resident population:Persons aged 40-44 years (%),2022,6.8,PCT: Percent,WA,2022
ERP_P_29: Estimated resident population:Persons aged 40-44 years (%),2023,7.0,PCT: Percent,WA,2023
ERP_F_4: Estimated resident population:Females aged 10-14 years (no.),2019,237747.0,PSNS: Persons,NSW,2019
ERP_F_4: Estimated resident population:Females aged 10-14 years (no.),2020,243524.0,PSNS: Persons,NSW,2020
ERP_F_4: Estimated resident population:Females aged 10-14 years (no.),2021,246768.0,PSNS: Persons,NSW,2021
ERP_F_4: Estimated resident population:Females aged 10-14 years (no.),2022,248854.0,PSNS: Persons,NSW,2022
ERP_F_4: Estimated resident population:Females aged 10-14 years (no.),2023,250328.0,PSNS: Persons,NSW,2023
ERP_21: Population density (persons/km2),2024,10.6,PSNS_PER_SQKM: Persons per Square Kilometre,NSW,2024
ERP_P_17: Estimated resident population:Persons aged 75-79 years (no.),2019,19822.0,PSNS: Persons,TAS,2019
ERP_P_17: Estimated resident population:Persons aged 75-79 years (no.),2020,20847.0,PSNS: Persons,TAS,2020
ERP_P_17: Estimated resident population:Persons aged 75-79 years (no.),2021,21833.0,PSNS: Persons,TAS,2021
ERP_P_17: Estimated resident population:Persons aged 75-79 years (no.),2022,23805.0,PSNS: Persons,TAS,2022
ERP_P_17: Estimated resident population:Persons aged 75-79 years (no.),2023,25393.0,PSNS: Persons,TAS,2023
ERP_F_19: Estimated resident population:Females aged 85 and over (no.),2019,625.0,PSNS: Persons,NT,2019
ERP_F_19: Estimated resident population:Females aged 85 and over (no.),2020,658.0,PSNS: Persons,NT,2020
ERP_F_19: Estimated resident population:Females aged 85 and over (no.),2021,678.0,PSNS: Persons,NT,2021
ERP_F_19: Estimated resident population:Females aged 85 and over (no.),2022,718.0,PSNS: Persons,NT,2022
ERP_F_19: Estimated resident population:Females aged 85 and over (no.),2023,792.0,PSNS: Persons,NT,2023
ERP_21: Population density (persons/km2),2019,10.0,PSNS_PER_SQKM: Persons per Square Kilometre,NSW,2019
ERP_21: Population density (persons/km2),2020,10.1,PSNS_PER_SQKM: Persons per Square Kilometre,NSW,2020
ERP_21: Population density (persons/km2),2021,10.1,PSNS_PER_SQKM: Persons per Square Kilometre,NSW,2021
ERP_21: Population density (persons/km2),2022,10.2,PSNS_PER_SQKM: Persons per Square Kilometre,NSW,2022
ERP_21: Population density (persons/km2),2023,10.4,PSNS_PER_SQKM: Persons per Square Kilometre,NSW,2023
ERP_M_18: Estimated resident population:Males aged 80-84 years (no.),2019,21943.0,PSNS: Persons,WA,2019
ERP_M_18: Estimated resident population:Males aged 80-84 years (no.),2020,23301.0,PSNS: Persons,WA,2020
ERP_M_18: Estimated resident population:Males aged 80-84 years (no.),2021,24587.0,PSNS: Persons,WA,2021
